id,name,description,explanatory_notes,section_id
4228,"Algebraic Representation of Relations","&lt;p&gt;Express relations algebraically using equations. For example, the relation can be expressed as &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Algebraic expressions allow for precise representation of relations, facilitating analysis and application in various problems.",454
4229,"Understanding Relations","&lt;p&gt;Define and understand the concept of a relation in mathematics. Discuss examples such as &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;, and non-examples like a single set &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","A relation is a set of ordered pairs. It describes a relationship between elements of two sets.",454
4230,"Types of Relations","&lt;p&gt;Identify different types of relations such as reflexive, symmetric, transitive, and equivalence relations. For example, a relation &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt; is reflexive.&lt;/p&gt;","Understanding types of relations helps to classify how elements in a set might relate to each other under specific conditions.",454
4231,"Image and Co-domain","&lt;p&gt;Understand the difference between range and co-domain, and the concept of image in a relation. For relation &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;R&lt;/mi&gt;&lt;mo&gt;:&lt;/mo&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;, co-domain might be &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;5&lt;/mn&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","The co-domain is the set of values that could possibly be related to the domain, while the range is what is actually related.",454
4232,"Representation of Relations as Ordered Pairs","&lt;p&gt;Represent relations as sets of ordered pairs, such as &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;{&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;mo&gt;}&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Ordered pairs are a foundational way to represent relations, showing the connection between elements of two sets.",454
4233,"Arrow Diagrams for Relations","&lt;p&gt;Use arrow diagrams to visually represent relations. For example, show &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt; with an arrow from 1 to 2.&lt;/p&gt;","Arrow diagrams help to visualize the mapping from elements in the domain to elements in the co-domain or range.",454
4234,"Graphical Representation of Relations","&lt;p&gt;Demonstrate how to graph relations on a coordinate plane. Plot points for ordered pairs like &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo&gt;,&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Graphing relations provides a visual method to understand and analyze the relationship between different variables.",454
4235,"Graphing Linear Inequalities","&lt;p&gt;Graph linear inequalities in two variables and represent their solutions on a number line.&lt;/p&gt;","Students should learn how to shade regions on graphs to represent the solution sets of linear inequalities.",455
4236,"Finding Intercepts","&lt;p&gt;Determine the &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;-intercept by setting &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;, and the &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;-intercept by setting &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Students should practice setting equations to zero to find intercepts and use these intercepts to aid in graph plotting.",455
4237,"Calculating Gradients","&lt;p&gt;Calculate the gradient &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;m&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;normal&#039;&gt;Δ&lt;/mi&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;/mrow&gt;&lt;mrow&gt;&lt;mi mathvariant=&#039;normal&#039;&gt;Δ&lt;/mi&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;/mrow&gt;&lt;/mfrac&gt;&lt;/mrow&gt;&lt;/math&gt; of a line.&lt;/p&gt;","Students should understand the concept of slope as the rate of change and be able to calculate it from two given points on a line.",455
4238,"Equation of a Straight Line","&lt;p&gt;Derive the equation of a straight line using two points or a point and the gradient, in the form &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;msub&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/msub&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;m&lt;/mi&gt;&lt;mo&gt;(&lt;/mo&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;-&lt;/mo&gt;&lt;msub&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;/msub&gt;&lt;mo&gt;)&lt;/mo&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to construct linear equations from points and gradients, understanding different forms of linear equations.",455
4239,"Graphical Representation of Linear Functions","&lt;p&gt;Plot linear functions on a Cartesian plane using equations in the form &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mrow&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;mx&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to accurately plot and interpret graphs of linear functions, identifying key features such as the slope and intercepts.",455
4240,"Solving Equations Graphically","&lt;p&gt;Solve systems of linear equations by identifying the intersection points of their graphs.&lt;/p&gt;","This objective involves finding the solution to a system of equations by determining where the graphs intersect on the Cartesian plane.",455
4241,"Understanding Domains and Ranges","&lt;p&gt;Recognize and determine the domain and range of a given linear function, ensuring comprehension of the input and output values that the function can accept and produce.&lt;/p&gt;","Students should be able to identify the set of possible input values (domain) and the set of possible output values (range) for linear functions.",455
4242,"Linear Programming","&lt;p&gt;Utilize graphical methods to solve optimization problems involving two variables, interpreting feasible regions.&lt;/p&gt;","Students should apply their understanding of inequalities and graphical solutions to solve real-world optimization problems.",455
4243,"Understanding Quadratic Functions","&lt;p&gt;Explore the standard form of a quadratic function represented as &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;msup&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;/math&gt;. Learn how to identify coefficients and constants within the equation.&lt;/p&gt;","This objective focuses on recognizing the structure of a quadratic equation and identifying the roles of a, b, and c in the quadratic formula.",456
4244,"Converting Quadratic Functions to Vertex Form","&lt;p&gt;Learn to rewrite a quadratic function from its standard form to vertex form &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;h&lt;/mi&gt;&lt;msup&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;+&lt;/mo&gt;&lt;mi&gt;k&lt;/mi&gt;&lt;/math&gt;, and understand the significance of h and k in determining the vertex.&lt;/p&gt;","This objective is aimed at teaching students how to complete the square to transform the quadratic function into vertex form and identify the vertex.",456
4245,"Identifying the Axis of Symmetry","&lt;p&gt;Determine the axis of symmetry for a quadratic function given by the formula &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;h&lt;/mi&gt;&lt;/math&gt; or &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mo&gt;/&lt;/mo&gt;&lt;mrow&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/mrow&gt;&lt;/math&gt; in standard form.&lt;/p&gt;","Students will learn how to find the line of symmetry in a quadratic graph which helps in graphing and understanding the parabola's balance.",456
4246,"Finding the Vertex of a Quadratic Function","&lt;p&gt;Calculate the vertex of a quadratic function using the formula &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;h&lt;/mi&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mi&gt;k&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;/math&gt; from vertex form and &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;mo&gt;/&lt;/mo&gt;&lt;mrow&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/mrow&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mi&gt;f&lt;/mi&gt;&lt;mo stretchy=&#039;false&#039;&gt;(&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;mo&gt;/&lt;/mo&gt;&lt;mrow&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/mrow&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;mo stretchy=&#039;false&#039;&gt;)&lt;/mo&gt;&lt;/math&gt; from standard form.&lt;/p&gt;","Understanding how to locate the turning point of the parabola is crucial for graphing and analyzing quadratic functions.",456
4247,"Determining Maximum or Minimum Value","&lt;p&gt;Identify whether a quadratic function has a maximum or minimum value by analyzing the vertex &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;k&lt;/mi&gt;&lt;/math&gt;, and determine the value based on the sign of &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","Students will analyze the vertex's y-coordinate to find the function's highest or lowest point, depending on the parabola's orientation.",456
4248,"Graphing Quadratic Functions","&lt;p&gt;Sketch the graph of a quadratic function using key points such as intercepts, vertex, and axis of symmetry.&lt;/p&gt;","Students will learn to plot quadratic functions on a graph using derived characteristics and understanding the shape of the parabola.",456
4249,"Using the Discriminant","&lt;p&gt;Use the discriminant &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;D&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;msup&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;/math&gt; to determine the number and nature of the roots of a quadratic equation.&lt;/p&gt;","Students will learn how the value of the discriminant reveals whether the quadratic equation has two, one, or no real solutions.",456
4250,"Graphing Non-Linear Functions","&lt;p&gt;Graph functions of the form &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;msup&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;/msup&gt;&lt;/math&gt; where &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;n&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mn&gt;1&lt;/mn&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mo separator=&#039;true&#039;&gt;,&lt;/mo&gt;&lt;mn&gt;3&lt;/mn&gt;&lt;/math&gt;, and analyze their characteristics.&lt;/p&gt;","This objective covers graphing and understanding functions beyond quadratics, focusing on their unique features and shapes.",456
4251,"Interpreting Quadratic Graphs","&lt;p&gt;Interpret quadratic graphs by identifying intervals where &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;/math&gt; is greater or less than a given value and estimate gradients at points to introduce derivatives.&lt;/p&gt;","Students will gain skills in reading and analyzing graphs to understand the behavior of quadratic functions in various contexts.",456
4252,"Solving Quadratic Equations","&lt;p&gt;Find the roots of a quadratic equation where &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;y&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;0&lt;/mn&gt;&lt;/math&gt; using factoring, completing the square, or the quadratic formula &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;x&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mrow&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;/mrow&gt;&lt;mo&gt;&amp;#177;&lt;/mo&gt;&lt;msqrt&gt;&lt;msup&gt;&lt;mi&gt;b&lt;/mi&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;/msup&gt;&lt;mo&gt;&amp;#8722;&lt;/mo&gt;&lt;mn&gt;4&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;mi&gt;c&lt;/mi&gt;&lt;/msqrt&gt;&lt;mo&gt;/&lt;/mo&gt;&lt;mn&gt;2&lt;/mn&gt;&lt;mi&gt;a&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","This objective focuses on finding the values of x that satisfy the equation, representing where the graph intersects the x-axis.",456
4253,"Construction of Geometric Figures","&lt;p&gt;Learn to construct various geometric figures such as triangles, quadrilaterals, and regular polygons using a ruler and compass. Emphasize constructing angles of 30°, 45°, 60°, 90°, and 120°.&lt;/p&gt;","Focus on step-by-step construction techniques and the use of geometric tools. Encourage hands-on practice to reinforce understanding.",457
4254,"Classification of Angles","&lt;p&gt;Explore different types of angles: acute, right, obtuse, straight, and reflex angles. Discuss how these angles are measured and classified based on their degree measures.&lt;/p&gt;&lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mrow&gt;&lt;mo&gt;0&lt;/mo&gt;&lt;mo&gt;&amp;lt;&lt;/mo&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;&amp;lt;&lt;/mo&gt;&lt;mn&gt;90&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt; for acute angles, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mrow&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mn&gt;90&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt; for right angles, &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;mrow&gt;&lt;mn&gt;90&lt;/mn&gt;&lt;mo&gt;&amp;lt;&lt;/mo&gt;&lt;mi&gt;A&lt;/mi&gt;&lt;mo&gt;&amp;lt;&lt;/mo&gt;&lt;mn&gt;180&lt;/mn&gt;&lt;/mrow&gt;&lt;/math&gt; for obtuse angles.&lt;/p&gt;","Include activities that involve measuring angles using a protractor and classifying them according to their measure.",457
4255,"Understanding Basic Geometric Elements","&lt;p&gt;Introduce and define basic geometric elements such as points, lines, line segments, rays, and planes. Discuss their fundamental properties and significance in geometry.&lt;/p&gt;","Emphasize the definition and representation of basic geometric constructs. Provide examples and exercises to identify and differentiate these elements in diagrams.",457
4256,"Angle Bisectors and Perpendicular Bisectors","&lt;p&gt;Explore the concept of bisecting angles and line segments. Learn to construct angle bisectors and perpendicular bisectors using a ruler and compass.&lt;/p&gt;","Include exercises that guide students through the process of bisecting angles and line segments, highlighting the significance of these constructions in geometric problem-solving.",457
4257,"Properties of Parallel and Perpendicular Lines","&lt;p&gt;Examine the properties and characteristics of parallel and perpendicular lines, including how they relate to angles formed by transversal lines.&lt;/p&gt;","Discuss the significance of parallel and perpendicular lines in various geometric contexts. Provide exercises that involve identifying these lines in different geometric figures.",457
4258,"Measuring and Drawing Angles and Line Segments","&lt;p&gt;Develop skills in accurately measuring and drawing angles and line segments using rulers and protractors. Practice precision in geometric drawings.&lt;/p&gt;","Provide practical exercises that require precise measurement and drawing skills, emphasizing the importance of accuracy in geometry.",457
4259,"Classifying Triangles by Properties","&lt;p&gt;Describe and differentiate between equilateral, isosceles, scalene, obtuse, right, and acute triangles. For example, an equilateral triangle has three equal sides: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;AB&lt;/mi&gt; = &lt;mi&gt;BC&lt;/mi&gt; = &lt;mi&gt;CA&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to identify and classify triangles based on side lengths and angle measures.",458
4260,"Understanding Angle Relationships","&lt;p&gt;Identify and calculate adjacent angles, angles at a point, supplementary angles, complementary angles, and vertically opposite angles using geometric principles. For example, if two angles are complementary, their sum is 90 degrees: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;x&lt;/mi&gt; + &lt;mi&gt;y&lt;/mi&gt; = 90&lt;mo&gt;&amp;#xb0;&lt;/mo&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to define each type of angle relationship and solve for unknown angles using these properties.",458
4261,"Analyzing Angles Formed by Parallel Lines and Transversals","&lt;p&gt;Explore the relationships between alternate, corresponding, and co-interior angles when a transversal intersects parallel lines. For instance, alternate angles are equal: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;&amp;#8736;A&lt;/mi&gt; = &lt;mi&gt;&amp;#8736;B&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","Students should understand how to identify parallel lines and apply angle relationships to find unknown angles.",458
4262,"Understanding Quadrilateral Properties","&lt;p&gt;Identify properties of squares, rectangles, rhombuses, kites, parallelograms, and trapeziums. For example, opposite sides of a rectangle are equal and parallel: &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;AB&lt;/mi&gt; = &lt;mi&gt;CD&lt;/mi&gt;&lt;/math&gt; and &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;AD&lt;/mi&gt; = &lt;mi&gt;BC&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to use properties to solve problems related to different quadrilaterals.",458
4263,"Applying Circle Theorems","&lt;p&gt;Use circle theorems such as the angle at the center being twice the angle at the circumference, and opposite angles of a cyclic quadrilateral being supplementary, to solve geometric problems. For example, if &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;&amp;#8736;A&lt;/mi&gt;&lt;/math&gt; is at the center and &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;&amp;#8736;B&lt;/mi&gt;&lt;/math&gt; is at the circumference subtended by the same arc, then &lt;math xmlns=&#039;http://www.w3.org/1998/Math/MathML&#039;&gt;&lt;mi&gt;&amp;#8736;A&lt;/mi&gt; = 2&amp;#8736;B&lt;/mi&gt;&lt;/math&gt;.&lt;/p&gt;","Students should be able to apply each theorem appropriately to find unknown angles and solve related problems.",458
4264,"Reflections over the x-axis","&lt;p&gt;Reflect geometric figures over the x-axis. Given a point ((x, y)), its image after reflection over the x-axis is ((x, -y)).&lt;/p&gt;","Students should recognize the effect of reflecting shapes over the x-axis, noting that the y-coordinates of points change sign.",459
4265,"Enlargements with Center of Enlargement","&lt;p&gt;Apply enlargements to shapes using a given center and scale factor (k). Understand that the shape remains similar, but size changes.&lt;/p&gt;","Students should recognize how the scale factor affects size and how the center of enlargement determines the direction of transformation.",459
4266,"Rotations about the Origin","&lt;p&gt;Rotate shapes around the origin using specified angles (e.g., 90°, 180°, 270°) in both clockwise and counterclockwise directions.&lt;/p&gt;","Students should know how to determine the coordinates of points after rotations about the origin, using angle and direction.",459
4267,"Reflections over Arbitrary Lines","&lt;p&gt;Perform reflections over lines other than the x-axis and y-axis, such as y = x or y = -x.&lt;/p&gt;","Students should be able to apply reflections using any given line as the mirror line, understanding the properties of these transformations.",459
4268,"Translation using Vectors","&lt;p&gt;Understand and perform translations using vectors. Represent translations in column vector notation as ((egin{array}{c}x \ yend{array})).&lt;/p&gt;","Students should be able to identify and apply translation vectors to shift shapes in the coordinate plane without altering their orientation or size.",459
4269,"Reflections over the y-axis","&lt;p&gt;Reflect geometric figures over the y-axis. Given a point ((x, y)), its image after reflection over the y-axis is ((-x, y)).&lt;/p&gt;","Students should understand the changes in coordinates when reflecting over the y-axis, with x-coordinates changing sign.",459
4270,"Rotations about a Point","&lt;p&gt;Rotate geometric figures around a given point, specifying the angle and direction of rotation.&lt;/p&gt;","Students should be able to perform rotations around any point, not just the origin, by calculating new positions of points.",459
4271,"Rotational Symmetry","&lt;p&gt;Determine the order of rotational symmetry for different polygons and shapes.&lt;/p&gt;","Students should calculate the number of times a shape can be rotated to coincide with its original position within one full rotation.",459
4272,"Symmetry and Lines of Symmetry","&lt;p&gt;Identify lines of symmetry in various geometric shapes and figures.&lt;/p&gt;","Students should be able to recognize and draw lines of symmetry, understanding how these influence the properties of shapes.",459
4273,"Define Tangent Ratio in Right-Angled Triangles","&lt;p&gt;Understand and define the tangent ratio in a right-angled triangle using the formula: &lt;math xmlns=&quot;http://www.w3.org/1998/Math/MathML&quot;&gt;&lt;semantics&gt;&lt;mrow&gt;&lt;mi&gt;tan&lt;/mi&gt;&lt;mo&gt;&amp;#8289;&lt;/mo&gt;&lt;mi&gt;&amp;#952;&lt;/mi&gt;&lt;mo&gt;=&lt;/mo&gt;&lt;mfrac&gt;&lt;mi&gt;opposite&lt;/mi&gt;&lt;mi&gt;adjacent&lt;/mi&gt;&lt;/mfrac&gt;&lt;/mrow&gt;&lt;/semantics&gt;&lt;/math&gt;&lt;/p&gt;","The tangent of an angle is the ratio of the length of the side opposite the angle to the length of the side adjacent to the angle in a right-angled triangle.",460
